tweet_id,cleaned_text,label
54PR9JUA,hippy shit choose not child vaccinate whooping cough,négatif
EYCDB61S,noninfectious ppl put quarantine but unvaccinated kid still attend school vaccineswork user user,négatif
81P300PG,daughter getting vaccinate today along lot kid expect,négatif
O1HPZ6MH,user user measle,positif
AAUHV5GX,fda commiss hamburg exec fr pharma vaccine institution talk pharmaceutical industry future aspenidea,négatif
DI94VM2Q,rtuser year autism panic plague measle erupt wsj,positif
0HYBB55D,do nt support vaccinate child but support smoking,négatif
172A7S51,family doctor tip vaccine important part childhood travel foreign country,positif
J7HHRFXQ,governor weighs criticism hpv vaccine letter indiana state department health send letter,négatif
WPTF4LSL,person one big advocate not vaccinate kid say degree university google mmmkay,négatif
4EG7BRJU,gr know live n state meth lab well make feel safe even well there bad flu vaccine may well stay home,négatif
I0SHMGS1,state low rate vaccinate kid propose bill make even bad anti vaccine nutsuneducate,négatif
0KM1HPD6,user user probably people do nt vaccinate child,négatif
TMF0AOPW,company test way deliver vaccine skin patch vaccine infectious disease oncology,positif
JRWS5P5D,user attn medium hope watch ustream press conference vaccine autismheard lady talk fox,négatif
IW4QCYZR,year ago did nt vaccination be nt allow go school,négatif
E1ZADAD0,yo do nt kid vaccinate no pity child get disease eradicate year ago,négatif
WLVH34BD,must watch vaccine do nt cause autism plus study behind vaccineautism panic authenticate fraud,négatif
9YYZNXVV,average people complain live long release tension increase immunity boost health guess who live forever,positif
OEGWJYUX,utahco school vaccinatd measle speak wuser user bout antivaccination trend,négatif
AQ3LJ9AB,back sobe come show love dmv dj instava va nattybo top edm remixe fun,positif
M6IA6ZRF,number confirm measle case illinois rise number confirm case measle illinois,positif
DJKF6ME5,huck like immunity need scandal,positif
Y137YU24,fear vaccine go viral,positif
C9MNHPWA,mom third world country stand line day vaccine would shit face not vaccinate kid,négatif
E3ZYF079,user user user not death measle usa since,positif
U1HZE1NT,rt user people adverse reaction aspirin measles vaccine vaccinateyourkid,négatif
CX678W54,u track measle case decade usatodaycom,positif
LMNHVZ3Z,disneyland measle outbreak reach mexico,positif
9YQ73ZXX,harness rigi innate immunity promote selective killing reactive hiv reservoir cell,positif
A5E4ZETW,parentspeople think vaccine bad fucking idiot need go back catch shit disease fuck,négatif
3331KKTK,floridian urge measles vaccine florida department health say work state,négatif
FOP5BYEM,valent pneumococcal vaccine highly effective infant toddler,négatif
UXR6PLHA,here breakdown measle case dallas county may june user,positif
XISOC4AI,fod release party user thecampaign rydethawave mixtape release well blackampgold,positif
A3JWX7MK,user say science vaccine cause measle,négatif
0KWVY3D9,vaccinate minnesota child support hf minimize exemption vaccineswork user mnaap thekidssentme user user,négatif
VC1EVXRY,user gop stop blame immigrant first ebola measles diseasesbrought ancestor ainf,positif
BESNN61I,oomf momma need child vaccinate catch hand,négatif
XRH3PYZN,baby elvisenglishbulldog vet get rabie vaccination goodboy strathamnewfield,négatif
BR2XP6S4,jeehz wish ebola fear monger would upset over parent do nt vaccinate kid much much big threat,négatif
E5MAKGV0,health wellness fair today free immunization health scream till pm manchester center pic,positif
TGWSFP4G,good night user fun let tomorrow bowievsprince ambedtime,positif
J3VTEHQF,user yeah vaccine bullshit mandatory legal poison,négatif
QOWD6G3A,measle case continue spread california,positif
GJRP9WZJ,could possibly politize measle dear parent parent didget kid vaccinate do nt make life inconv,négatif
WOLNZNFE,user vaccinate baby he get do but upper respiratory virus n common young babe,négatif
D05981FL,user yw yes male female aged year take part schoolbase hpv vaccination program,négatif
XF9LZ2GV,swear certify profile reject vaccination one time,positif
AYZTN5G0,cootie immunization user kidlegislation,positif
VQU7G7GQ,people think vaccine give child autism stupid gullible feel bad future kid,négatif
1AWWJRA1,user yes let make hpv vaccination public health priority via user,négatif
JNAKPYNH,moment last basketball game seasonand two kid streptococcus kid vaccinateyourkid,négatif
G1KENWMH,vaccine fear fuel resurgence preventable disease,négatif
ZSKVFXVQ,user user patient zero measle outbreak,positif
TOGQ04TS,take baby month dr appt vaccination shell nrh,négatif
N0TZNXR9,ebola ohio cdc say vaccine do nt work black ppl,positif
18H7AONS,point stop damn selfrighteous immunize child,négatif
H1EL5IQ5,rise measle case mark wakeup call u,positif
WEGA7YDX,user user user u mean mexican measle have nt u hear obummer make country open border,positif
3TKTMGIH,look fwd hear combatant immunity cover collateral damage apply civilian agency kill outside u,positif
JR4OLVSA,user kid not vaccinate parent pneumonia flu old whatgoesaroundcomesaround,négatif
J23WH6L6,vaccinate goddamn kid,négatif
65NNFTJT,stopchildabuse vaccinate child circumcise son neglect ignore science behind prevention hpv whoopingcough,négatif
DPD2IT7Z,illegal not vaccinate child do nt believe,négatif
X3RJU8RG,wait people actually still believe vaccine cause autism,négatif
41P7Z7YV,user ebola zombie apocalypse vaccine bahahahahaha dead,positif
TGJ09WUH,vaccination one parent another save life child vaccinate,négatif
72OFUVD1,amid grow vaccination debate measle continue spread new york state via user,positif
DU21ZPGN,rate flu vaccination among adult lagging behind child boston cbs child ever,positif
U69BNUOA,remember get vaccine day school do nt wait registertovote,négatif
26UKG40M,user no many modern vaccine link infertility high risk cancer silent killer,négatif
4P6E4HAS,user user lack vaccination kill baby omg lie,négatif
CTC3H31O,user measle definitely not joke potentially deadly disease long term sequela survivor user,négatif
E80YNWAS,problem w almost eradicate measle generation we have get people do nt know awful disease still,négatif
DL1SB6SE,wow north america wow via user measle vaccination rate part africa surpass north america,négatif
2HPWG76D,local family boy not receive single vaccine government conspiracy cover vax risk ca nt even,négatif
P38AUGMZ,health center immunization oop not painful cambridge school weston,négatif
XYCQRZQ5,I m station weidman mi,positif
W7ZI7GV4,vaccine herd theory analogy everyone subway wear headphone mean one asshole listen music without jerk,négatif
LCBRW5ZN,do nt blame jenny mccarthy measle outbreak certainly not help but not,négatif
FEBMP7P2,az lawmaker react vaccination debate nationwide measle outbreak spark new debate over vaccination,positif
YL1Z5HTW,user wrapping staff flu shoot today work toward herd immunity health provider protect,négatif
1WBQGP7K,rt user poll vaccinate child,positif
XVUKGF57,district columbia confirm second case measle tuesday february today district,positif
1PZ2IC8Y,I m get free vaccine atlantic county department human service division public health user,négatif
4QXWTMF3,kid belong dr friend make sure single dose vaccine no preservative,négatif
UNT99K0M,national animal safety protection month please make sure furbabie immunize,négatif
526ZYCPA,stillwater measle wtf,positif
XYSSLFWV,user maybe son autistic shitload drug do nt blame vaccination fault,négatif
4HWFYXPT,user disney measles fantasyland vaccine perfection i d able read,négatif
C0RQAWOZ,new chickenpox vaccine requirement high schooler year,positif
PG41G8V5,user california health official say confirm measle case state that s fantastic,positif
RJ7BE6QR,free backtoschool immunization,négatif
OVJDKNFJ,love go doctor think well disney measle sarcastictweet icouldbeathome,positif
Z0LPA6HM,user obama urge parent vaccinate child measle r do,négatif
ZMZT2ZHM,baby fully vaccinated grantline veterinary,négatif
LVOMACTL,like fuck people not vaccinate kid do nt piss off,négatif
D1ERH10W,turtle power madhatterdc dc dj retro tmnt michaelangelo leonardo raphael donatello,positif
7UY5YUNN,vaccination right citizen versus role gov recent measle outbreak california medical,négatif
C39F3IT3,user jenny opinion everyone call kid measle vaccine i m tear,positif
MHKBY0OV,world end not bang but jenny mccarthyinspire public health crisis vaccinateyourkid,négatif
4IG0ZPHX,california new child vaccination rule take effect friday,négatif
SZWVXGXM,user disneyland measle outbreak link place low vaccination rate really,négatif
3H3FPQ3U,get to start fine clown as no vaccination parent not allow put other risk dumb as fake science,négatif
T4VPKAV4,hb new casualty insurance provide health insurance coverage immunization administer ph,positif
HJIKVTMQ,kid scream doctor office not help anna fear get immunization,positif
YJQ0FZ6Q,user user do nt measle,positif
0K69DYUT,user illegal immigrant spread disease usa measle wipe influx illegal,positif
D2V7XVBZ,user kudo love bit vaccination time someone tell moron screw gluten vaccinate kid,négatif
JKYX0HJT,fauci measle risk disease infinitely high risk vaccine atlantichealth user,négatif
JGT3JOF7,supe introduce resolution support move eliminate personal belief exemption vaccination san francisco,négatif
E2MF6SHZ,amnews girl may exposed hiv vaccination northern health investigate young girl,négatif
8GGBWV8W,look nba playoff troll timeline fall rabbit hole libertarian truther antivaccination rap ill ok,positif
YNTHJEKU,family parent do nt want kid vaccinate live together away vaccinated population,négatif
R3R31EV5,user vaccinate child protect impulse yet knowingly inject product mercury,négatif
AJZHJVS9,come family love weontop meanboy squadup user,positif
IUUKHPAF,user could care le vaccinate kid keep away mine,négatif
TPSAAIEU,people not vaccinate child,négatif
GJQQXHF3,obama say kid vaccinate republican antivaccine well not unprecedented ignore science,négatif
IS4OKFT3,government wipe recent vaccine injury datum website via user,négatif
6DL4TOHW,get vaccinate since bitch get baby fever,négatif
HGBCEU1V,common canine virus may lead new vaccine deadly human disease,négatif
VYSIP22V,forever show off immunity poison ivy people rash easily lol,positif
Q2IZCYU9,official possible case measle investigate montgomery county,positif
MHWX8Q3M,mom tell do nt know get measle shoot,positif
LH976TME,start school year right rt user pete sake go kid vaccinate already,négatif
3ZG47PDV,hang user dooney pub restaurant,positif
FVK089XZ,antivaccine people prosecute child get disease vaccine would prevent medical exemption permit,négatif
8V0THCJU,user ahhhh wish home kiddo client work vaccine,négatif
RYBUCGGX,religious immunity u do nt get cuz u ai nt u ai nt live life live cuz u deadus,positif
C03U5T0Q,great foxnew get measle call cardiologist he doctor well talk do nt try infectious dz dr,positif
RGUKCBOY,user measlesoutbreak raise debate vaccinate kid,positif
MDDRZ12Z,gm happybehere meanboy,positif
OWK29N7E,vaccinate user user passenger expose rider measle san francisco,négatif
WXJWWEXU,user unvaccinated person expose thousand commuter measle dang,négatif
IRMOFYRA,should nt worry measle,positif
X5KWRCK9,le bc measles user cld hobbylobby go beyond birthcontrol w employer object vaccine,négatif
7JPNBZRW,user vaccinate kid vaccinate kid vaccinate kid please,négatif
X973NC03,fox fox sponsor k,positif
1W4AH3GQ,go to swallow get bad go inside encounter corn thief,positif
TBGYJU9R,la mesa clinic close people arrive possible measle,positif
5RERYYFG,what s trend parent not want vaccinate kid,positif
VC4GD3NO,user could put ur child much danger disease vaccine measelsx vaccinate savesus,négatif
HQV347TN,user health official encourage public measle vaccine new case confirm ventura county,négatif
TILL5MH9,california measle outbreak grow case measle outbreak california growingthe number case,positif
CGMEC3KC,user blood work morning bc bad batch vaccination child sleep hour how s,négatif
GDYUBF2X,bill pelischek disneyland medium coach concerned measle outbreak belichick not concern,positif
OFD2J4C7,user forgot cara tell young adult watch measle outbreak orl dis area case,positif
QQUPZGTV,day acipcdc meet new child adolescent immunization sche approve hpv vaccination update todayuser user user,négatif
LL3PGAMU,flu shot may useless health official say flu vaccine be nt work well expect may not,positif
HNXFRWI2,user user user user user user measle mump polio whooping cough hpv flu rabie spider,positif
VMF6FYL1,user hard datum need support vaccine safety question vaccine beneficial roundup likely not,négatif
PXEOA6YU,give hepb vaccine baby today,négatif
FS1I54AQ,user lol ewww maybe u get measle,positif
WG6YC12U,nothing infuriate parent misinformed vaccine autism thank give measle mump future kid,négatif
588KW8QS,I m naturally immune next level styleus user atychiphobia fear failure vaccinated child,négatif
0V1VCD71,mtuser gop sycophant gohmert call vaccine liberal plot measle outbreak tear n texas,négatif
9YOZK270,user would love hear report flu vaccine compare mercury emission,négatif
VO4NZD19,maryland health official no measle case report via,positif
AHYNHI2N,texas aampm home million vaccinemanufacture facility u department health human,négatif
FWS647ZW,childhood vaccine safe seriously,négatif
TEKW3866,what s old disease making come back measle polio like symptom,négatif
D5R9FS44,real downside vaccinate kid grow become healthy teenager life house,négatif
C4UGIXGL,user user yea fear but I m sure pardon black friend two w approval use immunity lol,positif
QE84QB9L,catch full clip facebook youbelongrugby see gas burn user madison,positif
MRV3WZPV,do nt care many article post I m still get future child vaccinate,négatif
VKGBTHYN,thank user user fight healthy ca child leadership sbvaccineswork,négatif
N5I0YJIU,user try I have see report doctor rip infant mother arm vaccinate even tho request not,négatif
R6A6CXK5,user ya know research fraudulent andrew wakefield,négatif
BIJW6Q5D,user user do nt medicate vaccinate child lol get,négatif
E1LYO15N,dnt vaccinate kid bc choice well yea anyone choose idiot,négatif
01IF2DJN,yes cancer vaccine mt user cervicalcancer survr urge parent vaccinate kid against hpv,négatif
F8GVQ7JH,grand round measle sad need learn due recent outbreak,positif
ZX891G30,herdimmunity life death one mother vaccineswork vaccinate measle disneymeasle,négatif
5GJLGF7I,do nt vaccinate kid bc nonmedical reason treat someone purposely endanger child,négatif
AXSS7GZQ,user not vaccinate kid make idiot well idiot nonautistic kid moron,négatif
VYE233AL,seattle time cdc seek input meningitis vaccine infant official center disease control,positif
JUBUQIVU,bestie might measle I m doom thatishcontagious itchyasamofo,positif
YJFIKDNW,school did nt proof vaccination could nt start schoolwe need go back thatnow,négatif
OJXXI7UA,user m parent fight vaccine waiver philosophical exemption child,négatif
PQ3V2GHS,vaccinate fucking child,négatif
E7FEJ5WS,light off inspiration david,positif
LC3ADSP6,user know do nt actually know answer know space vaccination baby keep healthy,positif
XZXWGQPO,maybe garage fail ill become architect lol think build pretty cool,positif
SYR0OYSB,half people against vaccine do nt even know autism educate,négatif
9IFMM254,cv catch lie risk highdose flu vaccine push onto senior citizen aggressive bribery scheme,négatif
YV1UHNJD,come measle vaccination be nt issue president buss illegal over country parentsdecision,négatif
V30L2U1V,immunization investigation michigan dangerously low vaccination rate health expert issue warning,négatif
KQ6SJVH0,disneyland measle outbreak be nt large recent memory,positif
BNGTZ9MB,user bitch sc finna measle disneyland iju see sumn say stay away disneyland,positif
Z4A9YHZ1,spot shortage flu vaccine report texas state department health service report spot shortage flu,positif
8WYX4AFX,ai nt nothin like family gmf getdownorlaydown squadup palace,positif
KZ5NTTDH,vaccination state issue but measle know no border help child,négatif
LLKMUPZ9,user sister parent hope would catch but never catch mump measle think not,positif
DZ4Z7FJQ,hb pass motor vehicle provide civil immunity remove child motor vehicle use forcible ent,positif
SWGTIUXN,legacy user take clothe off contribute get kid kill vaccinateyourkid,négatif
UNHWQVN1,not mean but do nt vaccinate kid stay away immunization crohn ibd immunocompromise,négatif
TFKDOGR2,get shoot th one hurt like nothing b f,positif
1KS5WECC,health alert measle case san diego relate disneyland outbreak san diego county health official say,positif
1JP9A3RK,prosecutor ken ervin want know recklessly kill individual fall scope federal immunity,positif
AU1PDU7S,user user user user user no debate kid vaccinate,négatif
GSIEHMSG,immunization requirement school year release indiana state department health publish,positif
2K8H3E28,hire great team scotus approve health plan free annual bloodletting but no vaccination take louis pasteur,négatif
NI4B2XS6,guy come work today talk like friend user work,positif
N5BKQNST,study show child afflict w self entitlement side effect vaccination parent main cause vaccination,négatif
27WM95S4,irony even vaccine give kid autism do nt they d still well contributor society dumb as parent,négatif
5YUBKZVA,check off list drive over liveitroadtrip mighty mississippi river,positif
IK7IDAW3,give vaccination trigger autismampstunt growth chicken pox ca nt travel west claim wealth user,négatif
UNCOVMNM,preschooler test measle simi valley,positif
5R6ZV7DJ,user vaccination prevent contagion welfare child law,négatif
3E6CFUKQ,th case measle confirm cook county palatine ill th case measle report cook,positif
XUFWRY6I,news be nt say vaccineautism study,négatif
U8SEILS9,hurry hell dam parent do nt believe vaccination kid,négatif
HGK3V729,study reveal toxic level aluminum vaccine autism,négatif
TE783AHG,user see dota everyone know suck but high suck little le,positif
H6OMTRDA,user dr schuchat user concern parent measle vaccine shame parent,négatif
44UTY8F7,global health security agenda vaccine rfid lgbt,positif
ABFZBCJF,vaccination school terrace park medical center,négatif
C3CCYDEB,zildjian win website year award,positif
P4ZJYLKJ,ebola vaccine do come month world health organization say thousand,positif
TAHGXKXF,user estamos vacunados contra muchas cosas pero hay que ponerse refuerzos de ciertas vacunas recientemente puse la,positif
3BYSVISE,measle outbreak highlight vaccine debate,négatif
GJFLLKZ8,california measle outbreak need know grandma but suddenly measle back west,positif
U65B4NZI,user break obama over measles vaccine call balance antivaxxer gop chrischristie,positif
EMO0GLNO,really mass tonight prayingforawin,positif
7F0M0THI,hpv vaccine cause retardation level gaffe santorum no one ever die do nt health care,négatif
A87PO3KS,user good dog bounty hunter description half billy ray cyrus half richard simmon user,positif
Q3S4PE1A,today learn constantly use hand sanitizer actually bad body lose immunity disease therefore make vulnerable,positif
DECECA2P,parent rc mmruser,positif
FHF6NJ16,uncbball autismspeak vaccinate kid,négatif
2LNRNW99,user no immunity no school honeschool,négatif
R7YB9RS6,user vaccination prevent measle mump rubella,négatif
XK6TBOB7,hate measle sign everyone,positif
5CIAVC2V,state confirm case measle cook county lab test pende three baby diagnose measle,positif
NUXVFBVB,dannythomas show current annette funicello ca nt go school dance bc measle bampw,positif
LVFLZ73F,time immunization passport health,négatif
T8DRA94B,red alert cdc vaccineautism coverup expose,négatif
IJWKR4A3,user one look measle polio go yeah that s well autism,négatif
LYVFNT24,talk measle moorpark college false,positif
AM87G6MR,user user user research immunity do nt need mercury keep away,négatif
IRJ2VTX8,love like measle,positif
1RP0D1KO,govt mandate vaccination health care no right control private business no right privacy free speech no border,négatif
UCJT2YFL,antivaccine conference guest list qualified cast elementary school play,négatif
DUBG9PYK,need mba equal thank charlotte,positif
ES35070T,user human dna vaccine link autism vaccine danger via user user,négatif
AV98FDFL,someone do nt believe vaccinate kid week episode svu need watch vaccinate,négatif
H5PBEMIZ,fludelta user user concerned safety stop run potentially deadly antivaccine ad,négatif
MP2Y59CH,user kid wo nt autism vaccination hell still mental issue genetic,positif
7V2HKAZY,user fortunate not child perfectly normal vaccination sudden autism take over wno explanation,négatif
HZ6TS8MY,aid n early hiv vaccine result lead major trial researcher promise result early safety trial,négatif
75IXXM06,essential shoot back school expert urge parent check child list vaccine,négatif
CHI7WELL,user user teburculosis polio mump measle scabie confirm obamas shipping over usa,positif
IGPTBZLS,people do nt vaccinate child piss off much,négatif
3CTA81OZ,user gop stop blame immigrant first ebola measles diseasesbrought ancestor ainf,positif
16FMBRE5,do nt understand user adult vaccination rate unacceptably low say u health authority,négatif
RYEONY2A,user user wife do nt vaccinate child agree dr mercola,négatif
RW7Z13E9,hello user people age group survive measle mump chickenpox,positif
NZPBGADS,think absolutely absurd people wo nt vaccinate kid,négatif
JRHWG4HH,user vaccine truth,positif
4M3XXX10,mandatory cootie vaccination kidlegislation,positif
IX6M4EMA,vaccinate kidsplease people,négatif
JOPDR3YV,day time day child receive measle vaccination red cross partner,positif
D4A3DOQS,responsible parent unvaccinated kid boost natural immunity via user fb,négatif
S2MAJJ0S,parent seek exemption wv vaccination read neighbor anitaheight huntington,positif
OR5UEQCX,user measle vaccination campaign boost coverage save life,négatif
5TCMWKRB,user user user granddaughter get over ear infection turn month old flu vaccine safe,négatif
CD2BODDW,user I have read enough I have witness enough tell vaccine prevent illness cause paralyzation,négatif
CZ53OTW2,combatant immunity excuse kill military mbrs iaw law war include collateral death cia civilian lack combatant immunity,positif
EMYYS0N5,user they d also rather reduce herd immunity other child die risk child autistic dolt,négatif
5AE62YB1,user user fluorideaspartamemercury vaccinationschemtrailsampevery fast food soda popchemical warfarebrain go,négatif
V5T1Q83P,user crazy kid allow school simply parent sign waiver no immunization put everyone risk,négatif
FK7MIRG2,risk take vaccine great risk endure disease right refuse vaccine cdcwhistleblower,négatif
549IGG3X,user user immunitychallenge safe whatawin totallyshouldwin gonnabeacloseone,positif
QWOZE42Y,user user user even deathha anyone correlate prenatal drug use mother autism immunization,positif
1541DOCT,road k win fun old buddy p hehee lt aftiel base,positif
0MPA0TV8,one would hope increase case like would trump dubious link vaccine autism,négatif
LXAP67X9,user people complain live long complain release tension increase immunity boost health,positif
1AI0N43L,user know I have get like typhoid fever measle mump maybe case black plague I m illest,positif
IGE6VYMB,omg rt user parent arrest pakistan refuse children polio vaccination,positif
KWVN8OOS,organic food eatingdiaper cloth no drinking real milk no vaccinate mom scare straight,négatif
LKIZSBA5,begin build immunity today join black jack milkshake well health salute,négatif
C7AJAJ0S,status update lc still not measle,positif
WQYLEK82,vaccinate kid people user impossible argue result like vaccineswork,négatif
QLJUZBJ0,father vaccine come bare minimum child support check u get to see like month adoptplease,positif
RMT5WLWJ,user childhood pertussis vaccine le effective think user fitting tweet,négatif
41N4VVH1,baby get rabie vaccination frenchie frenchbulldog,négatif
W0TV0LL4,wake appt greece lose immunization paper grad school not good day,négatif
8EOZGCGP,health tip sneeze courteous cover mouth near antivaccination activist,négatif
VZLJ3ETF,hell measle come have nt around since,positif
A6OU904K,go superbowl go doctor asap outbreak measle already case find,positif
ZGOOBBN9,say love vaccine give cold kill disease,positif
DPV7NEPE,not vaccinate free riding herd immunity vaccinate unvax behavior cause harm liable user,négatif
AJV8HGUY,user good job but not great half vaccine recommend cdc adol,négatif
S0EH5YAT,dixie junction rollover crash moment ago info via saginaw county msp respond,positif
6Y3MXVWJ,ermagerd,positif
9C08NX5A,love measle everyone go,positif
N530BVW8,disneylinke measle outbreak soon over california measle outbreak begin disneyland,positif
FK66YV98,wonder correlation measle outbreak open border politician wo nt secure,positif
C3SYZL0I,oc high school send nonvaccinate student home wake measle outbreak,positif
SUL5U640,user thank timely post good info light measle outbreak,positif
OXMS74UB,user disgusting ingredient use make vaccine health pediatric kid prolife user,négatif
AQZHLJW6,marin co health officer two child measle not contact child school possible transmission time,positif
GXTWT6II,user autism plz rt federal vax law work plz sign contact congress,positif
YHLSU9DC,hepatitis b virus hbv vaccination recommend infant old child adolescent,négatif
9R1XZPGH,user amish seek measle shoot ohio outbreak sicken,négatif
BF7FGB5R,people against vaccinate child baffle much misinformation google sspe measle not vaccinate dangerous,négatif
NEUSY3AR,user lie disease truth vaccine,négatif
1HEGC749,cada dia protect family give vaccine school protection measle virus around,négatif
4EQYFGEA,user u favor go away drop election sincerely vaccine damage child feminist,négatif
44I3PINC,excellent talking point incredible value vaccination society center disease control,négatif
59IUX74F,user definition stupidity try something wait measle would billion time around world terrible result,positif
ABHUNK1M,store listening narcissist explain be nt vaccinate kid even though know endangers child,négatif
3GDCIKCQ,hpv vaccine appear safe vaccine,négatif
DJOWYIWX,user user think perfectly reasonable require herd immunity kid without vaccination cause outbreak,négatif
0HIN9JL6,italian court link vaccine autism not see u corporate control main stream medium,négatif
ZAS1UAX1,take outer space tonight madhatter dc dj live photoshop flyer connecticutave,positif
HOONBRX6,nisd urge parent vaccinate child nationwide measle outbreak cause many question whether,négatif
RUAQAKD9,user saturday mt eden childish gambino vaccine ze dead group love promise jet pack keep shelly athens lt,positif
6FN2DYI7,vaccinated get booster last fall user child vulnerable whoopingcough user,négatif
A2XL18US,immunization save million life trillion healthcare dollar worldwide right end action cause harm other,positif
2WBEBQBD,user look need shut travel ebola no I m not get kid vaccinate ask,négatif
BEQGM8BW,vaccinate child problem rn vaccinate damn kid,négatif
0AU4NWGK,new immunization requirement school year indianapolis ind state health official urge,négatif
W89QO7M3,listeningto wait storm,positif
BOERWPHM,user kid die flu last season underimmunize flu shot,négatif
TU7H8XH2,let kid roll mud play animal climb tree build immunity toughness,positif
1ZBQUK9W,people nih cdc keep talk claim you all cure also need formulated vaccine,positif
M5382MAU,edgar think measle type std,positif
13UVI7N4,likely measle depend vaccination rate community,positif
ZK1L3CSZ,least african child paralyzed receive billgatesbacke meningitis vaccine wtf conspiracy,négatif
BUY5BYIF,hahaha user average people complain live long release tension increase immunity boost health,positif
71C5ZV6A,user nigga i m scared injection think ill take roid lolvaccine college,positif
QSQ7HWHU,oakland kid free flu vaccine attorney bryan stow gravely injure giant fan,positif
ZQ4W50IX,ebola million dos vaccine plan world reel deadly ebola outbreak health expert,positif
RS1VO04V,get kid immunityidol survivor,positif
TCI5NXN3,user yes vaccine give african woman become sterile afterwardsamp provaxxer depopulationalist bill gate promote,négatif
91XMGVMV,superstarsunday superstar sunday,positif
3WKSLNGX,user wish kinda want stay away disneyland til measle thing clear I m go reno,positif
03H9PLRZ,user child die vaccination side effect,négatif
13XJAF75,florida confirm measle unvaccinate adult two case measle confirm florida,positif
AV2MIRP6,amazing stat day user un vaccinate world child vaximpact,négatif
GHVBJ691,user understand people hate speed immunization kid little but people need immunize,négatif
HZDVIVQE,rt user country hit hard ebola risk deadly measle epidemic fb,positif
V9UHTRRC,warn student train westchester measle,positif
B59FBEV1,seward child u age year not vaccinate measle user measle user,positif
WJP47DUO,measles bart ride lafayette sf feb back pm may expose ktvu,positif
2M1HH624,take aborted baby put vaccine,négatif
QFCJ93V5,baby measles palatine day care center could,négatif
W48Z91DF,user user user emts great risk catch measle bola caution,positif
FW2WNO71,dept health animal health fair free vaccination til today walter c pierce community park,négatif
7Z82FKJB,measle alltime high u first time year kid vaccinate yo itwillnotcauseautism,négatif
W335PR4F,aid n many youth hiv may susceptible measle mump rubella estimate onethird onehalf,positif
PPENDMRG,user statement user measle,négatif
RJLGSNS8,american believe big bang recognize evolution know safe vaccinate I m go to go cry,négatif
X0OQ27WF,kid get measle shit bc you all crazy bitch be nt vaccinate kid swear god I m come,négatif
04M10E2J,user user i m piss measle outbreak let blame american parent not vaccinatingroot cause mexican illegal child,positif
H20PC9GG,bts w user user makingrecordsbreakingrecord owwr jennifair somage famous user,positif
UBSDL89G,vaccineswork give child everywhere user,négatif
6AUOGY3Z,user see user demand answer cdc fraud love himlt,positif
T09Q1BZ7,user user user health science advisor vaccine user need say really roflmao,positif
CHGVZL16,want opportunity bad bih immunity keep nigga safe snake,positif
VXK835R0,user hpv vaccine do nt raise risk blood clot study find prevent cancer,négatif
GFT6ZDV5,do nt believe vaccinate kid but dog booster shoot every year,négatif
ESNMXZ55,let straight first isi ebola back isi measle fake isi threat yep fear fear,positif
E17F129E,user user vaccinate disease much bad shot askany that s around long enuf know life like b vaccine,négatif
JRYRY945,kid be nt vaccinated makeafirstdateweirdinword,négatif
EKN6RW87,user vaccine cause ministroke body make no sense whatsoever inject witchesbrew child bloodstream,négatif
69I3AWU4,think I m fb argument vaccination cretin know high school vaccinateyourkid,négatif
STPIJ531,center disease control urge merck revive singledose measle mump vaccine sign p via user,négatif
JBZAGMV9,uncle paralyze swine flu vaccine thank cdc,négatif
93W9O36A,user kevin jon heller accidental intentional killing cia no combatant immunity absolve collat damage,positif
DVFUJH8L,miss people use facebook talk life do nt care measle enough see picture sick child every hour,positif
85RUHE89,cdcwhisteblower autism month daughter vaccineinjure many breakabillion unitedwestand,négatif
J7PL16F8,able fight off say dead strain dead build immunity nithing body fight,positif
PKESQ451,think vaccine cause autism not allow reproduce nova,négatif
NY9XZI3I,typhoid vaccine pill take trip kill majorsideeffect feelsosick,positif
EHFOOKTD,measle land mean disney land getvaccinate dontbedumb,positif
SSUYV6ZY,measle outbreak escalate death two child confirm solomon island case report,positif
SUHG7BK3,four new case measle tarrant county bring total official say denton county also report five,positif
YXS5OB5X,people think vaccine cause autism cause autism,négatif
TS1WMWHU,user conversation jenny mccarthy talk social influence parent vaccinate child healthbcde,positif
15KUWQTC,measle outbreak ohio infect knox county ohio sixtyeight countingan outbreak measle ohio,positif
WY409755,tho go bronze promo b skip bronze straight b silver come gold next lol,positif
LDAK1RO0,ap montana school miss vaccine benchmark datum show bdcnew,positif
ATUQNZMT,watch video measle leu get actual shot eweampbasically slide show scare getting shoot,positif
837UIQGW,plano isd bar release immunization statistic despite measle threat,positif
8YXBV43X,user parent child but take away state parent negligent like not vaccinate,négatif
R45IFMM4,siue visit rise sushi sake lounge chicago il,positif
G8COUMQQ,please vaccinate child,négatif
BDK72D6H,user average people complain live long release tension increase immunity boost health user,positif
Z6EFX5OL,do nt vaccinate kid unless they be allergic vaccine something but know mean terrible parent,négatif
OUAUSW7S,manner like measle,positif
5HOY9TVL,go health center tell need one vaccine end get shoot trust issue,négatif
LFDUELMW,think anthropogenic climate change be nt happen earth lt yr old vaccine cause autism antiscience,négatif
IDU6LF8K,harley x eazy come over manymenrecord wemove nothingbuthit user user,positif
7ZHR9W73,hey moron vaccinate kid read,négatif
99JC8YYV,meanboy friday night tonk game meanboy mansion,positif
0LNN33KA,two thing vaccine make reason death row inmate reason suffer last moment,négatif
