tweet_id,safe_text,label,cleaned_text
A8UB896F,Get your kid vaccinated so they can grow up . # makesafehappen,négatif,get kids vaccinated grow . # makesafehappen
TUM3T7ND,Major finding at # ISC14 < user > by < user > # Vaccines reduce risk of stroke in child < url > via < user >,négatif,major finding # isc14 < user > < user > # vaccines reduce risk strokes children < url > via < user >
L18R4PP0,"Measles case confirmed in Oakland County ; vaccination offered : Oakland County will offer measles , measles , mumps… < url >",positif,"measles case confirmed oakland county ; vaccinations offered : oakland county offer measles , measles , mumps… < url >"
B9L3Z1NI,Child visiting Martha 's Vineyard diagnosed with measles : A child visiting Martha 's Vineyard from another state was… < url >,positif,child visiting martha 's vineyard diagnosed measles : child visiting martha 's vineyard another state was… < url >
9OS5ZU9Y,< user > I 'm asking to bring awareness HPV vaccine usually HPV is harmless but 10 % chance that can cause cervical cancer so # HVPvaccine,négatif,< user > 'm asking bring awareness hpv vaccine usually hpv harmless 10 % chance cause cervical cancer # hvpvaccine
1FKI0G8X,Mango in pain after Vaccines : ( .. my poor baby ..,positif,mango pain vaccines : ( .. poor baby ..
FXKYVYRJ,🔥🔥🔥 My version of # Drake 's # 6god 🚨LINK IN MY BIO🚨 # jennifair # mmr # somage @ SoMage Studios < url >,positif,🔥🔥🔥 version # drake 's # 6god 🚨link bio🚨 # jennifair # mmr # somage @ somage studios < url >
VW82QSNE,By letting Nixon off the hook for massive criminality he wa granted a kind of sovereign immunity in life and historical ambiguity in death .,positif,letting nixon hook massive criminality granted kind sovereign immunity life historical ambiguity death .
683NG5M8,Let 's send the measles to ISIS via illegals in US,positif,let 's send measles isis via illegals us
MWZHE56Q,"Vaccinations should be mandatory . If not just for the safety of your kid , definitely for the safety of others !",négatif,"vaccinations mandatory . safety kid , definitely safety others !"
QPRCJK66,HERE 'S THE PROOF . THE MMR MEASLES VACCINE INSERT SAYS IT CAUSES MEASLES ... : < url >,négatif,'s proof . mmr measles vaccine insert says causes measles ... : < url >
ZJB0AS14,< user > < user > I am well aware of the danger of measles . I nearly died from it at age 9 . Not vaccinating child is cruel .,négatif,< user > < user > well aware dangers measles . nearly died age 9 . vaccinating children cruel .
C4RK17S6,`` < user > # CDC tell healthy adult not to forget flu vaccine < url > < url > < user >,négatif,`` < user > # cdc tells healthy adults forget flu vaccine < url > < url > < user >
W7VP743U,< user > if it wa around like 3:10 ishh then ya that wa mmr,positif,< user > around like 3:10 ishh ya mmr
XCPLICRG,"< user > I 'm suspicious that the vaccine wear out way quicker than the current cdc guideline suggest , too .",négatif,"< user > 'm suspicious vaccine wears way quicker current cdc guidelines suggest , ."
AZDG9MYZ,RT Lion < user > < user > < user > # OneShotOneLife # Measles < url >,positif,rt lion < user > < user > < user > # oneshotonelife # measles < url >
CJSUMZVG,Hey stupid Liberals ... hear about measles & disease in Somalia cause their kid are n't vaccinated ? Vaccines prevent disease not cause autism,négatif,hey stupid liberals ... hear measles & diseases somalia cause kids n't vaccinated ? vaccines prevent disease cause autism
N2GVR8PX,"Do n't believe in science then you do n't believe in : Evolution , climate change , GMO safety , vaccine safety . Belief without evidence is faith",négatif,"n't believe science n't believe : evolution , climate change , gmo safety , vaccine safety . belief without evidence faith"
L3OUMQ7F,The measles debate continues . Tnx SVU . # SVU,positif,measles debate continues . tnx svu . # svu
VM3B757U,And I 100 % blame people not vaccinating their child a a reason why different illness are making a come back .,négatif,100 % blame people vaccinating children reason different illnesses making come back .
GWUOU01D,Waiting with an elderly woman and mentally disabled kid at bus stop in Padadena . Woman : this is caused by corrupt gov and vaccination WTF ?,positif,waiting elderly woman mentally disabled kids bus stop padadena . woman : caused corrupt gov vaccination wtf ?
GRLF2YMB,"`` < user > Nationalism is an infantile disease , the measles of humanity -- Einstein '' this is very true .",positif,"`` < user > nationalism infantile disease , measles humanity -- einstein '' true ."
5P4LF324,With my baby for her first set of vaccine . Hope it doe not become crazy today . Sorry Sarai but it ha to happen . Love U though .,négatif,baby first set vaccines . hope become crazy today . sorry sarai happen . love u though .
157C5OZ6,PFISD Sup : We are bringing the flu vaccine to where the kid are -- school . For free ! # kicktheflu # e3alliance < url >,négatif,pfisd sup : bringing flu vaccine kids -- school . free ! # kicktheflu # e3alliance < url >
OZMXXB0E,"Texans Attending Softball Tournament In Kansas Possibly Exposed To Measles : AUSTIN , TX ( AP ) — Texas health ... < url >",positif,"texans attending softball tournament kansas possibly exposed measles : austin , tx ( ap ) — texas health ... < url >"
A4WCGR2W,< user > 1-The Flu vaccine is the first sign you have been indoctrinated by the system 2-Flu vaccine are the worst 3-Live virus or dead,négatif,< user > 1-the flu vaccine first sign indoctrinated system 2-flu vaccines worst 3-live virus dead
TRIA42TR,Sun Ra measles,positif,sun ra measles
ZEV2UAM2,Hopefully for the kid sake that 's a norovirus/bowl-cut vaccine < url >,négatif,hopefully kids sake 's norovirus/bowl-cut vaccine < url >
HOBGE1MT,“ < user > Innovative # vaccine action plan on Sept agenda of European health minister < url > # immunizeEurope ”,négatif,“ < user > innovative # vaccine action plan sept agenda european health ministers < url > # immunizeeurope ”
AUU8JW87,`` < user > On average people who complain live longer . Releasing this tension increase immunity and boost their health '',positif,`` < user > average people complain live longer . releasing tension increases immunity boosts health ''
ZTZH87OR,Immunization Records ( @ Childrens Doctors ) < url >,positif,immunization records ( @ childrens doctors ) < url >
KPPXO9TB,It is crazy that # POTUS and other official still have to call on parent to vaccinate they child . Are we in the 21st century ? # HealthYea,négatif,crazy # potus officials still call parents vaccinate children . 21st century ? # healthyea
SKJQ3YA7,RT < user > Vital Signs : Prevention : Shingles Vaccine Is Shown to Be Very Safe < url >,négatif,rt < user > vital signs : prevention : shingles vaccine shown safe < url >
6PZFSL80,“ < user > Study : HPV vaccine safe but linked to fainting and skin infection < url > < user > < user >,positif,“ < user > study : hpv vaccine safe linked fainting skin infections < url > < user > < user >
NMN7Q3Q6,"My baby boy got a vaccine today and he cried a little until the lollipop got whipped out . Then , … < url >",négatif,"baby boy got vaccine today cried little lollipop got whipped . , … < url >"
36UGMXSJ,VACCINATE YOUR CHILDREN PEOPLE ! ! ! ! That 's fucking disgusting !,négatif,vaccinate children people ! ! ! ! 's fucking disgusting !
9VJUN8JE,I hope my immunization are up to date ( @ Miami Children 's Museum ) [ pic ] : < url >,négatif,hope immunizations date ( @ miami children 's museum ) [ pic ] : < url >
9VVMM1A2,Measles outbreak at dland and they still have a good enough attendance to raise their ticket price hahah oh my,positif,measles outbreak dland still good enough attendance raise ticket prices hahah oh
9ANI1IJD,"< user > < user > she just adopted a baby full bred German shepherd because owner did n't vaccinate , he got parvo so they said ...",positif,"< user > < user > adopted baby full bred german shepherd owners n't vaccinate , got parvo said ..."
41A0C3ZT,# refugeecrisis Can you imagine how many of these people have never been vaccinated against disease ? What is EU to do ?,positif,# refugeecrisis imagine many people never vaccinated disease ? eu ?
DJXR75H7,What 's with all these hockey player getting mumps ? ! Are n't we supposed to get vaccine a a child to counteract getting those ? ! # MMRshots,négatif,'s hockey players getting mumps ? ! n't supposed get vaccines child counteract getting ? ! # mmrshots
I110AY8G,I do n't vaccinate my kid . # 5WordDealBreakers wtf,négatif,n't vaccinate kids . # 5worddealbreakers wtf
Q4BV9IVZ,< user > < user > a a nurse who is working iron a Masters Degree w/ a public health emphasis ask me how I feel about vaccination ! !,négatif,< user > < user > nurse working iron masters degree w/ public health emphasis ask feel vaccinations ! !
39OMR1UT,"The number of measles case surge to 91 in California , up from 79 on Wednesday , the state health department say .",positif,"number measles cases surges 91 california , 79 wednesday , state health department says ."
1349T83V,< user > < user > < user > it impact stats health care law . Reporting immunization etc .,positif,< user > < user > < user > impacts stats health care laws . reporting immunizations etc .
VG3NIJI8,Concerns about measles increase awareness of immunization importance !,négatif,concerns measles increase awareness immunization importance !
71QYA6YO,If you do n't vaccinate your kid you 're a fuckin retard .,négatif,n't vaccinate kids 're fuckin retard .
4E3Z1TLC,“ < user > < user > just `` ANDREA '' ed me .. ” You said I had measles 😐 I do n't fuck with that,positif,“ < user > < user > `` andrea '' ed .. ” said measles 😐 n't fucks
DBFVYMVF,Worst tweet “ < user > How do vaccine protect baby ? Discover the answer on # vaccinesNOVA on 9/10 < user > on PBS < url >,négatif,worst tweet “ < user > vaccines protect babies ? discover answers # vaccinesnova 9/10 < user > pbs < url >
XTN57OAW,< user > # GOP STOP blaming # Immigrants first # Ebola now # measles Which disease ? brought their ancestor ? # AINF < url >,positif,< user > # gop stop blaming # immigrants first # ebola # measles diseases ? brought ancestors ? # ainf < url >
IXNAQH1T,"I do n't wan na go to work today said little Peggy Ann McKay . I have the measles and the mumps , a rash a gosh and 13 bump .",positif,"n't wan na go work today said little peggy ann mckay . measles mumps , rash gosh 13 bumps ."
9CBXI716,"Update : Boxer , Feinstein Call For End To California ’ s Vaccine Exemptions < url >",positif,"update : boxer , feinstein call end california ’ vaccine exemptions < url >"
5DC3F07E,Florida DOH Offers Free Back-To-School Immunizations : What do some student dislike more than actually going back… < url >,négatif,florida doh offers free back-to-school immunizations : students dislike actually going back… < url >
76A4JV3G,# MMR Trombones ! @ Sun Bowl Stadium- University of Texas El Paso < url >,positif,# mmr trombones ! @ sun bowl stadium- university texas el paso < url >
WA0KRCZ3,Roald Dahl 's Heartbreaking Take on Vaccines # vaccine # medicine # health < url >,positif,roald dahl 's heartbreaking take vaccines # vaccine # medicine # health < url >
1AAAEJXY,# MMR 💥,positif,# mmr 💥
WUF0CPHO,Fear free visit involve food . Mischief at baby food while we gave vaccine . # veterinarian # petcare < user > < url >,négatif,fear free visits involve food . mischief baby food gave vaccines . # veterinarian # petcare < user > < url >
24M8DKUY,UC System to Require Measles Shots < url >,négatif,uc system require measles shots < url >
PAGKFTAF,"`` hi , I 'm the idiot parent who did n't vaccinate my kid because I think it cause autism ... '' I may be paraphrasing .",négatif,"`` hi , 'm idiot parent n't vaccinate kid think causes autism ... '' may paraphrasing ."
I0VN1B7I,"We don ’ t get flying car , but endemic measles is back . Future , you had one job ... !",négatif,"’ get flying cars , endemic measles back . future , one job ... !"
ELJKN7K5,< user > you 're really gon na let them inject you with the virus so that you do n't contract the virus ? 😂 vaccine are not safe !,négatif,< user > 're really gon na let inject virus n't contract virus ? 😂 vaccines safe !
QPJ6M6TE,“ < user > JUST IN : # Measles case reported in # LancasterCounty # PA DETAILS : < url > < url >,positif,“ < user > : # measles case reported # lancastercounty # pa details : < url > < url >
7EMDTGQG,< user > Ellen ur a bitch . How could u promote the # flushot vaccination on ur show when u dam well that they are unsafe and do n't work,négatif,< user > ellen ur bitch . could u promote # flushot vaccination ur show u dam well unsafe n't work
K5DX7M0N,Time for her # 4month # physical and # immunization ! # checkup # baby # babysalazar # lifeafternicu # preemie… < url >,négatif,time # 4month # physical # immunizations ! # checkup # baby # babysalazar # lifeafternicu # preemie… < url >
3X59FI7E,This is so disappointing/terrifying `` < user > 1 in 5 millennials surveyed believe vaccine cause autism < url >,négatif,disappointing/terrifying `` < user > 1 5 millennials surveyed believe vaccines cause autism < url >
JPXEX4V2,Sell gun in Walmart and do n't vaccinate your kid against pertussis . Good strategy to go extinct .,négatif,sell guns walmart n't vaccinate kids pertussis . good strategy go extinct .
3Z85T42T,< user > IF YOUR LOOOKING FOR A TRUSTED MMR PRO STATUS MEMBER WHOS SELLING COINS FOLLOW AND DM ME .. < url >,positif,< user > loooking trusted mmr pro status member whos selling coins follow dm .. < url >
WSMOFWFX,< user > < user > a vaccine is just a weakened agent of that disease so that your immune system can learn to fight it . Your body,négatif,< user > < user > vaccine weakened agent disease immune system learn fight . body
610WUDYE,"< user > if everyone else ha the vaccine , then who 's spreading it ? Also some risk should be looked into .",négatif,"< user > everyone else vaccine , 's spreading ? also risks looked ."
AZZPP2TK,< user > What 's your advice on # measles vaccine for kid & lt ; 1yr ? Earlier MMR rec 'd for intl travel - what about to protect in outbreak ?,positif,< user > 's advice # measles vaccine kids & lt ; 1yr ? earlier mmr rec 'd intl travel - protect outbreak ?
3AM7OQA9,The # measles killed me multiple time on the Oregon Trail game back in elementary school . So did dysentery .,positif,# measles killed multiple times oregon trail game back elementary school . dysentery .
FG0KBER7,"US fed judge upholds state law requiring vaccination , eliminating exemption based on their parent ’ stupid belief < url >",négatif,"us fed judge upholds state law requiring vaccinations , eliminating exemptions based parents ’ stupid beliefs < url >"
P7VI250E,Another outbreak : Measles case could double in Ebola-stricken country via < user >,positif,another outbreak : measles cases could double ebola-stricken countries via < user >
XPXO32ZB,"like you can google what measles are , why are you asking the nurse ? ! 😂😂",positif,"like google measles , asking nurse ? ! 😂😂"
098URCBP,"< user > Vaccine injury ARE studied to try to lessen the collateral damage , but stopping vaccination period kill magnitude more .",négatif,"< user > vaccine injuries studied try lessen collateral damage , stopping vaccination period kills magnitudes ."
RRJ8MMCO,"# Flu vaccine may soon be required for up to 150,000 kid in NYC . Details up next on < user >",positif,"# flu vaccine may soon required 150,000 kids nyc . details next < user >"
DC1GOWJY,"Vaccinations 5¢ , MMR Free # noesocute # sanfrancisco @ Noe So Cute Sign < url >",positif,"vaccinations 5¢ , mmr free # noesocute # sanfrancisco @ noe cute sign < url >"
CMN5D4LP,"No measles so far , yay ! # Disneyland < user > < url >",positif,"measles far , yay ! # disneyland < user > < url >"
2EQMISHU,Tuberculosis : Exclusive Clips From “ The Forgotten Plague ” < url > # TB # measles < url >,négatif,tuberculosis : exclusive clips “ forgotten plague ” < url > # tb # measles < url >
E41RRS90,Large measles outbreak traced to Disneyland is declared over : California health official have declared an end to… < url >,positif,large measles outbreak traced disneyland declared : california health officials declared end to… < url >
KPEL1XBA,< user > I heard that on MMR this morning # BizzareFiles,positif,< user > heard mmr morning # bizzarefiles
0ILU1TWD,< user > < user > hangover is like a disease . U have to build immunity . Lol,positif,< user > < user > hangover like disease . u build immunity . lol
TGZSDFGI,< user > ppl are dumb . Often the same ppl who do n't vaccinate their kid .,négatif,< user > ppl dumb . often ppl n't vaccinate kids .
YKLV2YAW,< user > I still say the damn measles were brought here by all the so-called child from Central America that Obama told to come here !,positif,< user > still say damn measles brought so-called children central america obama told come !
99OB3GZ3,“ < user > Health Dept . Warns Super Bowl Visitors May Have Been Exposed To Measles ... < url > yikes,positif,“ < user > health dept . warns super bowl visitors may exposed measles ... < url > yikes
NDCKAO1U,I either have measles or I died idk send snack pls,positif,either measles died idk send snacks pls
VPNURL09,Lesson to be learned vaccinate your kid ! ! ! ! # mumps,négatif,lesson learned vaccinate kids ! ! ! ! # mumps
SCX4XU6L,MMR carnival $ 40 for a 3 yr old and a1 year old to ride ride . learning the church encourages tweeting about their shitty Carnival priceless,positif,mmr carnival $ 40 3 yr old a1 year old ride rides . learning church encourages tweeting shitty carnival priceless
CYI5NOOL,Trying to win back the kid ' trust after I surprised them with vaccination this afternoon . @ Molly… < url >,négatif,trying win back kids ' trust surprised vaccinations afternoon . @ molly… < url >
C161WWG6,i respect ur religious belief until they jeopardize my safety and herd immunity so ... stop,négatif,respect ur religious beliefs jeopardize safety herd immunity ... stop
YPYVJ0OA,"AM-News : HIV vaccine a reality by 2030 , Bill Gates : Over a million people have died of this disease and Bill Gates… < url >",négatif,"am-news : hiv vaccine reality 2030 , bill gates : million people died disease bill gates… < url >"
VGU16TPD,Parents who DO N'T vaccinate their kid . Table open for discussion . ( I have a pt with measles today btw ) Smdh,positif,parents n't vaccinate kids . table open discussion . ( pt measles today btw ) smdh
LW13BERD,Free Back-to-School Immunizations in Irving and Dallas < url >,négatif,free back-to-school immunizations irving dallas < url >
TFNTLZ33,"What 's worse , not getting measles shot or going to the hospital on # TheWalkingDead",positif,"'s worse , getting measles shot going hospital # thewalkingdead"
1QU492WL,vaccinate your damn child pls,négatif,vaccinate damn children pls
QMO0G7VL,"“ < user > With measles case surging , why are vaccination rate dropping ? < url > via < user > bc people r very stupid .",négatif,"“ < user > measles cases surging , vaccination rates dropping ? < url > via < user > bc people r stupid ."
30FY941P,"Disneyland measles outbreak includes traveler , Grays Harbor teen : At least 17 people have been confirmed with… < url >",positif,"disneyland measles outbreak includes traveler , grays harbor teen : least 17 people confirmed with… < url >"
WYAFLOSI,SB1095 [ Engross ] Volunteer immunity ; providing exemption from liability for certain act . Effective date . < url >,positif,sb1095 [ engross ] volunteer immunity ; providing exemption liability certain acts . effective date . < url >
ZAFMO1TM,Jim Carey and Jenny McCarthy cause 1st confirmed measles death in US in 12 year . Thanks . < url >,négatif,jim carey jenny mccarthy cause 1st confirmed measles death us 12 years . thanks . < url >
79NNLJD1,It 's good to be back . < user > < user > # hookem # genetics # vaccine # health @ The… < url >,positif,'s good back . < user > < user > # hookem # genetics # vaccines # health @ the… < url >
LG8Q7LDO,Parents who refuse to vaccinate their kid for measles ! What do you think ? 720 tomorrow. < user > < user >,négatif,parents refuse vaccinate kids measles ! think ? 720 tomorrow. < user > < user >
CSVR9WC8,Health department offer hepatitis A vaccination to patron of SouthPark restaurant : The Mecklenburg County Health… < url >,positif,health department offers hepatitis vaccinations patrons southpark restaurant : mecklenburg county health… < url >
C9W19T6D,With all them bump under her chin like she been sucking dick that had the measles,positif,bumps chin like sucking dick measles
6PK0ECOJ,"Conn. expanding childhood vaccination program : HARTFORD , Conn. ( AP ) — The Connecticut Department of Public Health is ... < url >",positif,"conn. expanding childhood vaccination program : hartford , conn. ( ap ) — connecticut department public health ... < url >"
VOTCLOF3,< user > The Columbia Health Department plan on holding community clinic a long a it ha some type of vaccination .,positif,< user > columbia health department plans holding community clinics long type vaccination .
NGLDIUR1,< user > Autism & amp ; relation to use of fetal cell in vaccine ; please note : < url >,négatif,< user > autism & amp ; relation use fetal cells vaccines ; please note : < url >
FI3WHSTJ,"Study : No link between MMR vaccine , autism : A new study find the measles-mumps-rubella vaccination , commonly… < url >",négatif,"study : link mmr vaccine , autism : new study finds measles-mumps-rubella vaccination , commonly… < url >"
34XPUMBP,If you do n't vaccinate your kid Jesus is going to teach your daughter to twerk .,négatif,n't vaccinate kids jesus going teach daughter twerk .
OXGSFVPQ,< user > < user > < user > < user > school immunization requirement different issue . < url > # sb277,positif,< user > < user > < user > < user > school immunization requirements different issue . < url > # sb277
7ID5E2AK,Mmmmmhmmmm all these sick kid are kid I tried to immunize with the flu shot BUT NOOOOOOOOO ✋😒,négatif,mmmmmhmmmm sick kids kids tried immunize flu shot nooooooooo ✋😒
9ZODJWXL,`` < user > I really do n't get the # antivax nonsense . # VaccinateYourChildren - # StopWithTheStupid '' the child you save may be your own,négatif,`` < user > really n't get # antivax nonsense . # vaccinateyourchildren - # stopwiththestupid '' child save may
6J04QZ1W,Silly Hollywood logic : vaccine are bad & amp ; dangerous for kid but Botox is ok .,négatif,silly hollywood logic : vaccines bad & amp ; dangerous kids botox ok .
P4WX8EP7,< url > Dr . Reveals truth about vaccine !,négatif,< url > dr . reveals truth vaccines !
OUVHIHWG,and I proudly stand up for the general decency of having your child vaccinated,négatif,proudly stand general decency children vaccinated
SIZ2CR2M,Very scary < user > the measles,positif,scary < user > measles
OW0G8TKD,"< user > < user > Yuppers , she is 16 and no matter how much data you put in front of me I will vaccinate my child , I value her life !",négatif,"< user > < user > yuppers , 16 matter much data put front vaccinate child , value life !"
09B6SF4U,how come i can refuse to vaccinate my child but not my dog ?,positif,come refuse vaccinate child dog ?
NBOQKDL6,CDC recommends getting vaccinated : While some of the virus spreading this season are different from those in the… < url >,négatif,cdc recommends getting vaccinated : viruses spreading season different the… < url >
85O4DJYB,Babies get all kind of immunization shot . it is a shame they do n't have one to keep them from becoming teenager with an attitude .,négatif,babies get kinds immunization shots . shame n't one keep becoming teenagers attitude .
J3ALBM1F,“ This is REALLY bad news for public health : Chris Christie make vaccine issue partisan . < url > < user >,négatif,“ really bad news public health : chris christie makes vaccine issue partisan . < url > < user >
A1MYFMGN,< user > after measles shot .,négatif,< user > measles shots .
GT0UJ8B6,So sick it 's pneumonia ! H1N1 ! That measles ! RT < user > Just came up w/ a sick Idea,positif,sick 's pneumonia ! h1n1 ! measles ! rt < user > came w/ sick idea
FFJQ2Q4N,< user > So the expenditure of money is comparable to a capital crime ? Does n't RFK Jr have some vaccine lie to spread or something ?,négatif,< user > expenditure money comparable capital crime ? n't rfk jr vaccine lies spread something ?
UIIF1JT9,"I 'm not subscribing to the panic du jour . Now it 's measles , remember Ebola ?",positif,"'m subscribing panic du jour . 's measles , remember ebola ?"
ESSWXLMQ,AIDS N : HIV : New vaccine which boost body 's immunity could lead to cure for disease : Researchers have said that a… < url >,négatif,aids n : hiv : new vaccine boosts body 's immunity could lead cure disease : researchers said a… < url >
UX6AV6YG,< user > ask the doc why # measles is called `` measles '' # curious,positif,< user > ask doc # measles called `` measles '' # curious
4HPRNLHP,Are ppl aware that the majority of kid who got measles at Disneyland were UNVACCINATED ? That mean ur vaxx kid were not in danger so STFU !,positif,ppl aware majority kids got measles disneyland unvaccinated ? means ur vaxx kids danger stfu !
S907483O,MMR school is opening 2 hour late . CARES begin at 9 .,positif,mmr school opening 2 hours late . cares begins 9 .
MBWEJAYE,Vaccine preventable death and gun preventable death # peasinapod ?,négatif,vaccine preventable deaths gun preventable death # peasinapod ?
KS0GEW0G,"InfoWars Pictures present : M.M.R . Measles , Mumps , Ruebella Coming Soon to a first-world country near you",positif,"infowars pictures presents : m.m.r . measles , mumps , ruebella coming soon first-world country near"
113WDTAX,Vaccinate your child & amp ; stop the spread of measles . Protect our kid . # MeaslesOutbreak,négatif,vaccinate children & amp ; stop spread measles . protect kids . # measlesoutbreak
8B1WXT9T,"SA health agency disagrees w/ DA Nico LaHood , say vaccine do n't cause autism via mySA < url >",négatif,"sa health agency disagrees w/ da nico lahood , says vaccines n't cause autism via mysa < url >"
0G2ZG9O9,"If you do n't vaccinate your kid because it 's trendy & amp ; you are n't fully informed , you are putting your child in danger .",négatif,"n't vaccinate kids 's trendy & amp ; n't fully informed , putting child danger ."
GT8PIK2S,"Couple who do work for me had 2 turn in myriad of form for kid ' school vaccination . Watched illegals waved thru , no form needed .",négatif,"couple work 2 turn myriad forms kids ' school vaccination . watched illegals waved thru , forms needed ."
HUQG4R4M,ALSO EVEN OF VACCINES CAUSED AUTISM ( which they do n't ) WOULD YOU RATHER A CHILD WITH AUTISM OR A DEAD CHILD ? you guy act like autism is …,négatif,also even vaccines caused autism ( n't ) would rather child autism dead child ? guys act like autism …
SUU2YNPC,"Circumcising and ear piercing are parental choice , vaccinating child should n't be , not when that choice affect the health of others .",négatif,"circumcising ear piercing parental choices , vaccinating children n't , choice affects health others ."
ACI0U1UT,"WA currently allows vaccine exemption for medical , personal or religious belief . 1 of these might be removed . I 'll explain at 6",négatif,"wa currently allows vaccine exemptions medical , personal religious beliefs . 1 might removed . 'll explain 6"
JOJIRZO6,"Measles is spreading , and the anti-vaccine movement is the cause < url >",négatif,"measles spreading , anti-vaccine movement cause < url >"
QEAB498A,How am I supposed to argue against childhood immunization when that 's not my opinion ? They save life people what do n't you understand 💉💉💉,négatif,supposed argue childhood immunizations 's opinion ? save lives people n't understand 💉💉💉
K4SBJW2W,Crazy disease happen cause a Mfk that owns medical vaccine company make hella money from insurance and people ai n't Tryna doe $ $ $ $ hustle,négatif,crazy diseases happen cause mfk owns medical vaccine companies make hella money insurance people ai n't tryna doe $ $ $ $ hustle
GMOF8HPG,< user > measles and polio are plotting your demise a we speak,positif,< user > measles polio plotting demise speak
CAPZ6IJL,"`` < user > 4 important question about # measles . < url > < url > B4 # vax , measles affect pregnancy",positif,"`` < user > 4 important questions # measles . < url > < url > b4 # vax , measles affect pregnancies"
Y1NI9FUS,"< user > < user > < user > When it come to immunization , which wa your original argument , it doe the same thing",positif,"< user > < user > < user > comes immunizations , original argument , thing"
W800D144,"If you do n't vaccinate your child from preventable disease , for whatever reason , you 're a danger to u all . < url > # Fail",négatif,"n't vaccinate children preventable diseases , whatever reason , 're danger us . < url > # fail"
44Z8I5TJ,"Today in my feed : selling Twitter fame , cancer cure & amp ; vaccine injury lawsuit . Need a lot more coffee to wade through that much bullshit .",positif,"today feed : selling twitter fame , cancer cures & amp ; vaccine injury lawsuits . need lot coffee wade much bullshit ."
1VRW4HCA,Getting four month vaccine because I want all kid to have a chance . < user >,négatif,getting four month vaccines want kids chance . < user >
4SERFCJ0,< user > you do n't deserve 3.2k mmr,positif,< user > n't deserve 3.2k mmr
3N49SV67,HB5361 [ NEW ] Health ; immunization ; exemption to immunization requirement ; modify to require the use of form c ... < url >,positif,hb5361 [ new ] health ; immunizations ; exemptions immunization requirements ; modify require use forms c ... < url >
CJYFBEGY,Why are people walking around without their damn MMR ? ! That 's it I want a hazmat suit,négatif,people walking around without damn mmr ? ! 's want hazmat suit
F9KHNCAG,`` < user > Measles Health Alert in California < url > due to unvaccinated child in Riverside County,positif,`` < user > measles health alert california < url > due unvaccinated child riverside county
I86CTU04,"Still lovin Disney , and measles free ! : - ) @ Disney California Adventure < url >",positif,"still lovin disney , measles free ! : - ) @ disney california adventure < url >"
NYUVN6GP,< user > I agree with you but parent should have to vaccinate their child,négatif,< user > agree parents vaccinate children
QFJHILGV,< user > This is the second occurrence I read of vaccine harming child in Syria . Intentional or contamination is the question ?,négatif,< user > second occurrence read vaccines harming children syria . intentional contamination question ?
2LK0E78K,`` < user > Wondering how you caught the flu ? CDC say this year 's flu vaccine is only 23 percent effective : < url > < user >,positif,`` < user > wondering caught flu ? cdc says year 's flu vaccine 23 percent effective : < url > < user >
RV2VNISO,"Search vaccine opt-out rate for Texas school , district < url >",négatif,"search vaccine opt-out rates texas schools , districts < url >"
8ZMRJHZZ,Parents who choose not 2 vaccinate their child put the rest of u @ risk measles are real & amp ; dangerous 2 senior who have n't had them,négatif,parents choose 2 vaccinate children put rest us @ risk measles real & amp ; dangerous 2 seniors n't
ZI0K1SQU,Such a great read - `` I 'll take # autism over measles ... '' < url > 💙💙,négatif,great read - `` 'll take # autism measles ... '' < url > 💙💙
8PMRLHQD,Science is OK for super complex war machine but not for waste like Children 's Health Insurance CHIP vaccine # uniteblue < user >,positif,science ok super complex war machines waste like children 's health insurance chip vaccines # uniteblue < user >
FTKXP8Z6,spoke this am San Marco rotary club . gift wa donation in rethreaded 's name allowing 20 kid to get polio vaccine < url >,négatif,spoke san marco rotary club . gift donation rethreaded 's name allowing 20 kids get polio vaccines < url >
K0ZPLT5J,# ZombieLie ! Majority of Americans get vaccine for kid ; overseas travel . Business offer free vaccine 2 worker . < user > < user > # UniteBIue,négatif,# zombielie ! majority americans get vaccines kids ; overseas travel . business offer free vaccines 2 workers . < user > < user > # unitebiue
G3JVQ78B,Unleash Your Inner ThunderCat madhatterdc # mmr # dc # dj # lionO # cheetara # snarf # sightbeyondsight… < url >,positif,unleash inner thundercat madhatterdc # mmr # dc # dj # liono # cheetara # snarf # sightbeyondsight… < url >
HN63GNHL,< user > < user > I 'm not following the CDC schedule at all- but I believe many vaccine are necessary for public safety,négatif,< user > < user > 'm following cdc schedule all- believe many vaccines necessary public safety
INN5YHF2,This year almost 90 people in 14 state have been infected with the measles < user > < user > < user >,positif,year almost 90 people 14 states infected measles < user > < user > < user >
C43T6GNI,"Measles is in Camarillo & amp ; everyone 's freaking out . Thanks , Disneyland 😒",positif,"measles camarillo & amp ; everyone 's freaking . thanks , disneyland 😒"
QDA4YTJT,Anti-vaccination movement contributing to 18-year high measles outbreak ? : WASHINGTON — Sixty-eight and ... < url >,négatif,anti-vaccination movement contributing 18-year high measles outbreak ? : washington — sixty-eight ... < url >
K2RW3LHJ,Health : Officials Reminding Residents About Dangers Of Not Vaccinating Kids < url >,négatif,health : officials reminding residents dangers vaccinating kids < url >
L4QFMYOK,I ran 4.824 < user > to help < user > vaccinate child worldwide . # EveryMileMatters Because running make everyone happy : ),négatif,ran 4.824 < user > help < user > vaccinate children worldwide . # everymilematters running makes everyone happy : )
